home_team,away_team,datetime,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,player_id,player,squad,start
Bayern Munich,Schalke 04,1600453800,de GER,34-175,90,1,0,1,100.0,0.0,1,1,100.0,36,8,2.8,21.1,1,0.0,30.0,5,0,0.0,1,26.0,8778c910,Manuel Neuer,Bayern Munich,True
Köln,Hoffenheim,1600522200,de GER,27-130,90,7,3,4,71.4,3.3,11,18,61.1,50,3,30.0,30.2,7,42.9,30.4,11,0,0.0,6,23.3,3cd9e95a,Timo Horn,Köln,True
Union Berlin,Augsburg,1600522200,de GER,33-193,90,5,3,2,40.0,1.4,3,10,30.0,37,4,18.9,27.1,5,60.0,47.4,7,0,0.0,0,8.3,7fe12375,Andreas Luthe,Union Berlin,True
Stuttgart,Freiburg,1600522200,ch SUI,22-288,90,5,3,2,40.0,1.4,3,4,75.0,37,4,10.8,20.9,2,0.0,16.0,5,0,0.0,2,24.3,cd59b9df,Gregor Kobel,Stuttgart,True
Werder Bremen,Hertha BSC,1600522200,cz CZE,28-158,90,6,4,2,33.3,1.9,5,9,55.6,16,7,37.5,32.1,8,37.5,47.1,11,1,9.1,0,4.5,0a1cb833,Jiří Pavlenka,Werder Bremen,True
Eintracht Frankfurt,Arminia,1600522200,de GER,30-073,90,4,1,3,75.0,1.4,7,13,53.8,31,6,32.3,27.4,7,42.9,34.6,9,0,0.0,4,22.2,ce17b5eb,Kevin Trapp,Eintracht Frankfurt,True
Dortmund,Mönchengladbach,1600533000,ch SUI,29-310,90,2,0,2,100.0,0.3,3,9,33.3,23,5,26.1,29.1,6,50.0,42.2,11,1,9.1,0,10.0,9d12e142,Roman Bürki,Dortmund,True
RB Leipzig,Mainz 05,1600608600,hu HUN,30-137,90,1,1,0,0.0,0.9,3,4,75.0,34,2,11.8,23.3,4,0.0,18.3,13,0,0.0,1,23.0,bcb2ccd8,Péter Gulácsi,RB Leipzig,True
Wolfsburg,Bayer Leverkusen,1600617600,be BEL,28-087,90,3,0,3,100.0,0.1,9,24,37.5,41,4,48.8,38.5,5,80.0,50.4,14,1,7.1,0,5.5,db401046,Koen Casteels,Wolfsburg,True
Hertha BSC,Eintracht Frankfurt,1601058600,de GER,28-115,90,3,3,0,33.3,1.8,4,6,66.7,23,2,21.7,28.3,10,10.0,27.1,11,0,0.0,2,24.0,0d55d942,Alexander Schwolow,Hertha BSC,True
Augsburg,Dortmund,1601127000,pl POL,32-336,90,6,0,6,100.0,2.1,7,17,41.2,18,7,50.0,37.3,11,72.7,58.5,30,0,0.0,1,17.5,17376543,Rafał Gikiewicz,Augsburg,True
Bayer Leverkusen,RB Leipzig,1601127000,fi FIN,30-307,90,2,1,1,50.0,0.5,6,11,54.5,36,3,27.8,31.4,6,16.7,19.2,10,0,0.0,4,19.7,ad3389d5,Lukáš Hrádecký,Bayer Leverkusen,True
Mönchengladbach,Union Berlin,1601127000,ch SUI,31-284,90,2,1,1,50.0,0.6,4,6,66.7,25,4,24.0,22.2,7,0.0,18.0,12,0,0.0,1,27.0,420c18a1,Yann Sommer,Mönchengladbach,True
Mainz 05,Stuttgart,1601127000,de GER,25-334,90,7,4,3,42.9,3.9,0,7,0.0,39,5,15.4,27.5,8,12.5,22.4,18,0,0.0,3,17.7,5c4bf6ba,Robin Zentner,Mainz 05,True
Arminia,Köln,1601127000,de GER,27-325,90,2,0,2,100.0,0.8,15,20,75.0,58,2,32.8,32.9,5,20.0,27.8,19,1,5.3,2,16.0,c1242d4e,Stefan Ortega,Arminia,True
Schalke 04,Werder Bremen,1601137800,de GER,31-365,90,7,3,4,71.4,2.4,3,9,33.3,32,6,21.9,27.0,7,28.6,31.7,14,0,0.0,4,20.0,1e43fad8,Ralf Fährmann,Schalke 04,True
Hoffenheim,Bayern Munich,1601213400,de GER,30-117,90,3,1,2,66.7,0.8,9,31,29.0,28,2,75.0,50.9,17,58.8,41.5,24,1,4.2,3,18.8,47064058,Oliver Baumann,Hoffenheim,True
Freiburg,Wolfsburg,1601222400,de GER,22-319,90,2,1,1,50.0,0.8,3,11,27.3,25,2,20.0,27.2,10,60.0,46.2,4,0,0.0,0,1.0,cbac6ec9,Florian Müller,Freiburg,True
Union Berlin,Mainz 05,1601663400,de GER,33-206,90,0,0,0,,0.0,3,17,17.6,27,2,44.4,40.9,6,83.3,57.0,10,1,10.0,1,15.3,7fe12375,Andreas Luthe,Union Berlin,True
Stuttgart,Bayer Leverkusen,1601731800,ch SUI,22-302,90,6,1,5,83.3,2.0,6,17,35.3,33,7,39.4,35.3,13,30.8,31.3,20,0,0.0,1,16.7,cd59b9df,Gregor Kobel,Stuttgart,True
Dortmund,Freiburg,1601731800,ch SUI,33-015,90,2,0,2,100.0,0.3,4,6,66.7,32,6,15.6,25.1,3,33.3,26.7,9,0,0.0,1,16.7,2e7ff968,Marwin Hitz,Dortmund,True
Köln,Mönchengladbach,1601731800,de GER,27-144,90,10,3,7,80.0,2.5,6,16,37.5,31,5,48.4,39.9,2,50.0,47.5,15,0,0.0,2,15.0,3cd9e95a,Timo Horn,Köln,True
Werder Bremen,Arminia,1601731800,cz CZE,28-172,90,4,0,4,100.0,0.9,11,22,50.0,28,6,57.1,44.7,6,100.0,67.2,10,0,0.0,2,22.5,0a1cb833,Jiří Pavlenka,Werder Bremen,True
Eintracht Frankfurt,Hoffenheim,1601731800,de GER,30-087,90,4,1,3,75.0,1.3,11,20,55.0,36,8,44.4,34.2,7,57.1,47.7,14,1,7.1,3,18.4,ce17b5eb,Kevin Trapp,Eintracht Frankfurt,True
RB Leipzig,Schalke 04,1601742600,hu HUN,30-150,90,1,0,1,100.0,0.4,0,1,0.0,21,4,4.8,22.7,4,0.0,18.0,2,0,0.0,1,17.5,bcb2ccd8,Péter Gulácsi,RB Leipzig,True
Wolfsburg,Augsburg,1601818200,be BEL,28-101,90,1,0,1,100.0,0.3,2,6,33.3,26,5,15.4,27.5,4,50.0,42.0,8,0,0.0,3,23.2,db401046,Koen Casteels,Wolfsburg,True
Bayern Munich,Hertha BSC,1601827200,de GER,34-191,90,5,3,2,40.0,1.8,4,4,100.0,20,2,15.0,23.1,5,20.0,31.2,13,0,0.0,1,20.7,8778c910,Manuel Neuer,Bayern Munich,True
Augsburg,RB Leipzig,1602941400,pl POL,32-357,90,4,2,2,50.0,1.8,6,18,33.3,36,5,41.7,35.0,8,37.5,32.4,18,1,5.6,0,8.5,17376543,Rafał Gikiewicz,Augsburg,True
Freiburg,Werder Bremen,1602941400,de GER,22-339,90,4,1,3,100.0,1.4,4,8,50.0,17,2,23.5,30.2,9,44.4,43.2,11,0,0.0,0,11.5,cbac6ec9,Florian Müller,Freiburg,True
Hoffenheim,Dortmund,1602941400,de GER,30-137,90,4,1,3,75.0,0.7,4,15,26.7,43,6,32.6,30.3,6,16.7,25.5,11,0,0.0,3,26.8,47064058,Oliver Baumann,Hoffenheim,True
Hertha BSC,Stuttgart,1602941400,de GER,28-137,90,2,2,0,0.0,0.7,6,10,60.0,38,10,23.7,31.4,8,12.5,21.9,11,0,0.0,1,21.5,0d55d942,Alexander Schwolow,Hertha BSC,True
Mainz 05,Bayer Leverkusen,1602941400,de GER,25-355,90,5,1,4,80.0,0.5,8,18,44.4,30,6,43.3,34.5,8,62.5,44.9,12,2,16.7,2,16.8,5c4bf6ba,Robin Zentner,Mainz 05,True
Arminia,Bayern Munich,1602952200,de GER,27-346,90,9,4,5,55.6,3.4,9,21,42.9,45,4,44.4,39.5,8,12.5,23.4,27,1,3.7,0,8.4,c1242d4e,Stefan Ortega,Arminia,True
Mönchengladbach,Wolfsburg,1602959400,ch SUI,31-305,90,6,1,5,83.3,1.1,2,9,22.2,27,4,29.6,32.0,7,14.3,20.7,13,0,0.0,0,13.5,420c18a1,Yann Sommer,Mönchengladbach,True
Köln,Eintracht Frankfurt,1603027800,de GER,27-159,90,4,1,3,100.0,1.1,11,22,50.0,27,1,55.6,39.5,9,77.8,50.4,19,1,5.3,0,14.3,3cd9e95a,Timo Horn,Köln,True
Schalke 04,Union Berlin,1603036800,dk DEN,28-075,90,6,1,5,83.3,1.6,5,13,38.5,28,6,21.4,28.1,11,63.6,47.7,14,0,0.0,0,,a70b8345,Frederik Rønnow,Schalke 04,True
Stuttgart,Köln,1603477800,ch SUI,22-322,90,4,1,3,100.0,1.9,7,11,63.6,23,4,34.8,28.6,10,30.0,29.8,25,0,0.0,1,13.3,cd59b9df,Gregor Kobel,Stuttgart,True
Mainz 05,Mönchengladbach,1603546200,de GER,25-362,90,11,3,8,81.8,4.9,5,24,20.8,43,7,39.5,35.4,7,100.0,75.3,16,0,0.0,3,21.8,5c4bf6ba,Robin Zentner,Mainz 05,True
Union Berlin,Freiburg,1603546200,de GER,33-228,90,4,1,3,75.0,0.8,7,18,38.9,29,4,51.7,40.2,4,75.0,50.3,10,0,0.0,0,14.0,7fe12375,Andreas Luthe,Union Berlin,True
Bayern Munich,Eintracht Frankfurt,1603546200,de GER,34-211,90,2,0,2,100.0,0.4,2,8,25.0,51,10,13.7,29.3,7,14.3,24.6,12,0,0.0,4,21.0,8778c910,Manuel Neuer,Bayern Munich,True
RB Leipzig,Hertha BSC,1603546200,hu HUN,30-171,90,2,1,1,50.0,0.8,0,3,0.0,17,1,17.6,29.5,7,0.0,23.4,4,1,25.0,3,15.0,bcb2ccd8,Péter Gulácsi,RB Leipzig,True
Dortmund,Schalke 04,1603557000,ch SUI,29-345,90,0,0,0,,0.0,1,6,16.7,24,1,25.0,31.3,2,0.0,26.0,2,0,0.0,0,16.0,9d12e142,Roman Bürki,Dortmund,True
Wolfsburg,Arminia,1603636200,be BEL,28-122,90,1,1,0,0.0,0.5,7,19,36.8,36,8,38.9,34.4,5,100.0,65.2,13,2,15.4,0,8.7,db401046,Koen Casteels,Wolfsburg,True
Werder Bremen,Hoffenheim,1603645200,cz CZE,28-194,90,4,1,3,75.0,0.8,0,7,0.0,28,7,14.3,27.4,8,37.5,43.4,21,1,4.8,0,9.4,0a1cb833,Jiří Pavlenka,Werder Bremen,True
Bayer Leverkusen,Augsburg,1603740600,fi FIN,30-337,90,3,1,2,66.7,0.2,4,15,26.7,37,6,32.4,32.5,5,60.0,39.2,5,0,0.0,0,4.0,ad3389d5,Lukáš Hrádecký,Bayer Leverkusen,True
Schalke 04,Stuttgart,1604086200,dk DEN,28-087,90,8,1,7,100.0,1.4,7,7,100.0,30,10,16.7,27.6,8,25.0,33.1,12,1,8.3,1,12.0,a70b8345,Frederik Rønnow,Schalke 04,True
Eintracht Frankfurt,Werder Bremen,1604154600,de GER,30-115,90,4,1,3,75.0,0.9,3,5,60.0,30,6,16.7,24.1,6,0.0,16.8,9,0,0.0,2,20.5,ce17b5eb,Kevin Trapp,Eintracht Frankfurt,True
Augsburg,Mainz 05,1604154600,pl POL,33-005,90,4,1,3,75.0,0.7,4,11,36.4,46,7,17.4,27.9,10,30.0,34.5,10,0,0.0,1,17.3,17376543,Rafał Gikiewicz,Augsburg,True
Köln,Bayern Munich,1604154600,de GER,27-172,90,4,2,2,75.0,1.2,12,26,46.2,34,2,58.8,40.1,11,54.5,42.4,10,0,0.0,1,31.0,3cd9e95a,Timo Horn,Köln,True
Arminia,Dortmund,1604154600,de GER,27-360,90,10,2,8,80.0,1.8,13,30,43.3,38,5,57.9,43.2,10,80.0,56.0,20,0,0.0,0,17.0,c1242d4e,Stefan Ortega,Arminia,True
Mönchengladbach,RB Leipzig,1604165400,ch SUI,31-319,90,3,0,3,100.0,0.6,5,16,31.3,39,5,28.2,33.3,13,38.5,39.2,14,1,7.1,0,12.0,420c18a1,Yann Sommer,Mönchengladbach,True
Freiburg,Bayer Leverkusen,1604241000,de GER,22-354,90,7,4,3,42.9,2.2,6,18,33.3,37,4,45.9,40.0,4,25.0,41.8,13,0,0.0,0,,cbac6ec9,Florian Müller,Freiburg,True
Hertha BSC,Wolfsburg,1604250000,de GER,28-152,90,4,1,3,75.0,0.9,4,6,66.7,24,4,16.7,31.8,7,28.6,30.6,13,0,0.0,3,20.0,0d55d942,Alexander Schwolow,Hertha BSC,True
Hoffenheim,Union Berlin,1604345400,de GER,30-153,90,6,3,3,66.7,3.5,3,10,30.0,41,7,19.5,26.7,9,22.2,25.7,10,0,0.0,5,25.3,47064058,Oliver Baumann,Hoffenheim,True
Werder Bremen,Köln,1604691000,cz CZE,28-206,90,1,1,1,0.0,0.0,1,2,50.0,18,3,11.1,20.8,1,0.0,21.0,9,0,0.0,0,5.0,0a1cb833,Jiří Pavlenka,Werder Bremen,True
Union Berlin,Arminia,1604759400,de GER,33-242,90,1,0,1,100.0,0.7,7,8,87.5,34,5,20.6,27.4,2,50.0,41.0,10,1,10.0,0,4.5,7fe12375,Andreas Luthe,Union Berlin,True
Augsburg,Hertha BSC,1604759400,pl POL,33-012,90,5,3,2,60.0,2.9,2,9,22.2,28,9,28.6,29.6,8,12.5,26.0,10,1,10.0,2,23.3,17376543,Rafał Gikiewicz,Augsburg,True
RB Leipzig,Freiburg,1604759400,hu HUN,30-185,90,3,0,3,100.0,0.4,4,10,40.0,36,6,19.4,27.9,6,50.0,39.5,13,0,0.0,0,17.0,bcb2ccd8,Péter Gulácsi,RB Leipzig,True
Stuttgart,Eintracht Frankfurt,1604759400,ch SUI,22-337,90,6,2,4,66.7,2.2,4,12,33.3,26,6,38.5,32.5,9,22.2,22.4,24,1,4.2,0,4.0,cd59b9df,Gregor Kobel,Stuttgart,True
Mainz 05,Schalke 04,1604759400,de GER,26-010,90,3,2,2,33.3,1.2,3,18,16.7,23,8,39.1,35.0,9,100.0,69.7,17,1,5.9,1,10.7,5c4bf6ba,Robin Zentner,Mainz 05,True
Dortmund,Bayern Munich,1604770200,ch SUI,29-359,90,7,3,4,57.1,2.4,2,9,22.2,23,6,34.8,32.9,7,14.3,21.4,17,0,0.0,0,7.0,9d12e142,Roman Bürki,Dortmund,True
Wolfsburg,Hoffenheim,1604845800,be BEL,28-136,90,5,1,3,80.0,2.1,11,23,47.8,25,5,60.0,40.0,10,80.0,55.4,26,0,0.0,0,5.5,db401046,Koen Casteels,Wolfsburg,True
Bayer Leverkusen,Mönchengladbach,1604854800,fi FIN,30-350,90,6,3,3,66.7,2.9,3,16,18.8,59,5,23.7,28.8,5,40.0,39.8,8,1,12.5,3,23.3,ad3389d5,Lukáš Hrádecký,Bayer Leverkusen,True
Mönchengladbach,Augsburg,1605969000,ch SUI,31-340,90,5,1,4,80.0,1.3,2,10,20.0,36,3,25.0,27.7,4,25.0,42.8,9,0,0.0,0,9.0,420c18a1,Yann Sommer,Mönchengladbach,True
Hoffenheim,Stuttgart,1605969000,de GER,30-172,90,8,3,5,62.5,2.3,3,13,23.1,27,6,40.7,32.1,8,25.0,32.6,12,0,0.0,4,21.4,47064058,Oliver Baumann,Hoffenheim,True
Arminia,Bayer Leverkusen,1605969000,de GER,28-015,90,4,2,2,50.0,1.2,8,24,33.3,42,4,45.2,39.2,5,100.0,57.0,30,1,3.3,1,12.5,c1242d4e,Stefan Ortega,Arminia,True
Schalke 04,Wolfsburg,1605969000,dk DEN,28-109,90,7,2,5,71.4,2.7,2,11,18.2,29,8,31.0,28.7,9,22.2,27.0,10,1,10.0,1,11.0,a70b8345,Frederik Rønnow,Schalke 04,True
Bayern Munich,Werder Bremen,1605969000,de GER,34-239,90,3,1,2,66.7,2.3,2,2,100.0,17,2,11.8,26.8,4,0.0,30.8,9,0,0.0,4,31.5,8778c910,Manuel Neuer,Bayern Munich,True
Eintracht Frankfurt,RB Leipzig,1605979800,de GER,30-136,90,2,1,1,50.0,0.8,9,29,31.0,45,10,51.1,36.9,7,85.7,54.0,16,0,0.0,3,21.5,ce17b5eb,Kevin Trapp,Eintracht Frankfurt,True
Hertha BSC,Dortmund,1605987000,de GER,28-172,90,8,5,3,37.5,4.0,4,10,40.0,26,2,30.8,31.0,7,28.6,29.7,5,0,0.0,0,,0d55d942,Alexander Schwolow,Hertha BSC,True
Freiburg,Mainz 05,1606055400,de GER,23-009,90,8,3,5,62.5,2.6,0,6,0.0,35,1,2.9,20.2,9,55.6,47.7,9,0,0.0,1,18.0,cbac6ec9,Florian Müller,Freiburg,True
Köln,Union Berlin,1606064400,de GER,27-194,90,3,2,0,33.3,1.9,5,13,38.5,33,8,36.4,32.4,2,50.0,36.5,16,0,0.0,0,15.0,3cd9e95a,Timo Horn,Köln,True
Wolfsburg,Werder Bremen,1606505400,be BEL,28-155,90,4,3,2,25.0,2.2,3,4,75.0,22,5,13.6,23.2,4,25.0,31.5,13,3,23.1,1,14.8,db401046,Koen Casteels,Wolfsburg,True
Stuttgart,Bayern Munich,1606573800,ch SUI,22-358,90,6,3,3,50.0,1.1,2,4,50.0,28,10,10.7,22.9,7,14.3,21.3,16,0,0.0,0,12.0,cd59b9df,Gregor Kobel,Stuttgart,True
RB Leipzig,Arminia,1606573800,hu HUN,30-206,90,3,1,2,66.7,1.4,2,5,40.0,24,1,16.7,25.0,6,16.7,30.8,16,1,6.3,1,11.0,bcb2ccd8,Péter Gulácsi,RB Leipzig,True
Union Berlin,Eintracht Frankfurt,1606573800,de GER,33-263,90,5,3,1,40.0,2.5,3,19,15.8,24,1,45.8,38.9,9,88.9,53.2,16,1,6.3,0,10.7,7fe12375,Andreas Luthe,Union Berlin,True
Dortmund,Köln,1606573800,ch SUI,30-014,90,5,2,3,60.0,1.8,2,2,100.0,20,8,10.0,24.6,2,0.0,15.0,4,0,0.0,2,22.0,9d12e142,Roman Bürki,Dortmund,True
Augsburg,Freiburg,1606573800,pl POL,33-033,90,5,1,4,80.0,0.4,5,13,38.5,58,8,22.4,27.2,7,0.0,17.6,16,0,0.0,3,25.3,17376543,Rafał Gikiewicz,Augsburg,True
Mönchengladbach,Schalke 04,1606584600,ch SUI,31-347,90,2,1,1,50.0,1.0,2,5,40.0,40,2,7.5,26.7,7,28.6,24.4,17,0,0.0,1,12.8,420c18a1,Yann Sommer,Mönchengladbach,True
Bayer Leverkusen,Hertha BSC,1606660200,fi FIN,31-005,90,3,0,3,100.0,1.0,7,16,43.8,46,5,32.6,30.5,4,25.0,20.5,9,1,11.1,3,22.4,ad3389d5,Lukáš Hrádecký,Bayer Leverkusen,True
Mainz 05,Hoffenheim,1606669200,de GER,26-032,90,4,1,3,75.0,0.8,2,13,15.4,24,5,37.5,35.4,9,44.4,40.4,19,0,0.0,1,22.0,5c4bf6ba,Robin Zentner,Mainz 05,True
Hertha BSC,Union Berlin,1607110200,de GER,28-185,90,1,1,0,0.0,0.7,3,7,42.9,22,4,18.2,29.3,4,75.0,55.8,8,0,0.0,1,28.0,0d55d942,Alexander Schwolow,Hertha BSC,True
Eintracht Frankfurt,Dortmund,1607178600,de GER,30-150,90,5,1,4,80.0,1.0,7,29,24.1,30,3,83.3,44.8,9,44.4,40.0,9,1,11.1,0,6.5,ce17b5eb,Kevin Trapp,Eintracht Frankfurt,True
Köln,Wolfsburg,1607178600,de GER,27-207,90,6,2,4,66.7,1.8,14,26,53.8,24,1,79.2,49.7,9,77.8,55.4,17,1,5.9,0,7.5,3cd9e95a,Timo Horn,Köln,True
Arminia,Mainz 05,1607178600,de GER,28-029,90,5,1,4,80.0,1.7,15,25,60.0,35,2,45.7,37.4,9,100.0,62.1,14,1,7.1,0,10.0,c1242d4e,Stefan Ortega,Arminia,True
Freiburg,Mönchengladbach,1607178600,de GER,23-022,90,4,2,2,50.0,1.5,11,24,45.8,29,6,55.2,40.5,8,100.0,67.9,14,0,0.0,0,7.0,cbac6ec9,Florian Müller,Freiburg,True
Bayern Munich,RB Leipzig,1607189400,de GER,34-253,90,4,3,1,25.0,2.7,0,5,0.0,38,5,13.2,29.2,4,0.0,18.0,7,0,0.0,9,28.6,8778c910,Manuel Neuer,Bayern Munich,True
Werder Bremen,Stuttgart,1607265000,cz CZE,28-236,90,6,2,4,83.3,2.2,8,13,61.5,30,4,40.0,31.6,6,16.7,19.0,10,0,0.0,1,23.0,0a1cb833,Jiří Pavlenka,Werder Bremen,True
Schalke 04,Bayer Leverkusen,1607274000,at AUT,35-335,90,9,3,7,66.7,2.5,8,13,61.5,14,1,35.7,36.1,15,53.3,37.4,16,0,0.0,0,6.0,d20f088b,Michael Langer,Schalke 04,True
Hoffenheim,Augsburg,1607369400,de GER,30-188,90,2,1,1,50.0,0.2,2,9,22.2,42,7,19.0,23.0,7,14.3,18.6,15,0,0.0,2,21.8,47064058,Oliver Baumann,Hoffenheim,True
Wolfsburg,Eintracht Frankfurt,1607715000,be BEL,28-169,90,4,1,3,100.0,1.2,8,20,40.0,42,3,40.5,35.4,3,100.0,59.7,8,0,0.0,4,21.2,db401046,Koen Casteels,Wolfsburg,True
Mainz 05,Köln,1607783400,de GER,26-045,90,6,1,5,83.3,1.1,0,7,0.0,29,10,13.8,24.9,4,75.0,53.5,15,1,6.7,2,20.2,5c4bf6ba,Robin Zentner,Mainz 05,True
Freiburg,Arminia,1607783400,de GER,23-029,90,2,0,2,100.0,0.8,6,19,31.6,35,8,48.6,40.1,4,50.0,45.3,13,1,7.7,1,16.5,cbac6ec9,Florian Müller,Freiburg,True
Dortmund,Stuttgart,1607783400,ch SUI,30-028,90,10,5,5,60.0,4.9,1,7,14.3,29,4,17.2,29.0,4,50.0,44.8,4,0,0.0,3,28.7,9d12e142,Roman Bürki,Dortmund,True
RB Leipzig,Werder Bremen,1607783400,hu HUN,30-220,90,2,0,2,100.0,0.1,1,5,20.0,26,6,19.2,29.2,3,0.0,14.7,16,0,0.0,3,32.0,bcb2ccd8,Péter Gulácsi,RB Leipzig,True
Mönchengladbach,Hertha BSC,1607783400,de GER,32-265,90,3,1,2,66.7,1.0,3,8,37.5,21,2,33.3,32.9,5,20.0,28.8,5,1,20.0,5,23.0,0d8a37c2,Tobias Sippel,Mönchengladbach,True
Union Berlin,Bayern Munich,1607794200,de GER,33-277,90,5,1,4,80.0,1.5,3,15,20.0,18,3,55.6,41.5,9,55.6,41.8,19,0,0.0,0,10.0,7fe12375,Andreas Luthe,Union Berlin,True
